timestamp, name, pci.bus_id, driver_version, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2021/04/29 19:46:52.940, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 69, 0 %, 0 %, 48576 MiB, 12154 MiB, 36422 MiB
2021/04/29 19:51:52.941, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 57, 28 %, 6 %, 48601 MiB, 39190 MiB, 9411 MiB
2021/04/29 19:51:52.941, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 71, 65 %, 32 %, 48576 MiB, 40163 MiB, 8413 MiB
2021/04/29 19:56:52.943, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 21 %, 0 %, 48601 MiB, 35102 MiB, 13499 MiB
2021/04/29 19:56:52.944, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 73, 33 %, 14 %, 48576 MiB, 37216 MiB, 11360 MiB
2021/04/29 20:01:52.945, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 56, 20 %, 7 %, 48601 MiB, 33128 MiB, 15473 MiB
2021/04/29 20:01:52.946, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 32 %, 14 %, 48576 MiB, 35516 MiB, 13060 MiB
2021/04/29 20:06:52.947, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 20 %, 0 %, 48601 MiB, 32766 MiB, 15835 MiB
2021/04/29 20:06:52.948, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 71, 38 %, 14 %, 48576 MiB, 34148 MiB, 14428 MiB
2021/04/29 20:11:52.950, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 21 %, 0 %, 48601 MiB, 32758 MiB, 15843 MiB
2021/04/29 20:11:52.950, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 72, 36 %, 14 %, 48576 MiB, 30256 MiB, 18320 MiB
2021/04/29 20:16:52.951, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 21 %, 0 %, 48601 MiB, 32754 MiB, 15847 MiB
2021/04/29 20:16:52.952, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 71, 40 %, 17 %, 48576 MiB, 27588 MiB, 20988 MiB
2021/04/29 20:21:52.953, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32754 MiB, 15847 MiB
2021/04/29 20:21:52.954, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 34 %, 14 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 20:26:52.955, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32754 MiB, 15847 MiB
2021/04/29 20:26:52.956, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 73, 32 %, 11 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 20:31:52.957, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 28 %, 0 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 20:31:52.958, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 54 %, 28 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 20:36:52.959, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 20:36:52.959, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 29 %, 12 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 20:41:52.961, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 21 %, 0 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 20:41:52.962, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 60 %, 41 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 20:46:52.962, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 21 %, 0 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 20:46:52.963, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 52 %, 30 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 20:51:52.964, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 20:51:52.965, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 72, 0 %, 0 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 20:56:52.966, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 13 %, 0 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 20:56:52.966, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 44 %, 26 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:01:52.967, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 20 %, 0 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 21:01:52.968, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 50 %, 28 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:06:52.969, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 21 %, 0 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 21:06:52.970, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 62 %, 42 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:11:52.971, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 17 %, 5 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 21:11:52.972, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 58 %, 39 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:16:52.972, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 31 %, 10 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 21:16:52.973, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 51 %, 25 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:21:52.974, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 9 %, 3 %, 48601 MiB, 32752 MiB, 15849 MiB
2021/04/29 21:21:52.975, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 28 %, 10 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:26:52.976, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 16 %, 6 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 21:26:52.977, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 35 %, 15 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:31:52.978, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 28 %, 9 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 21:31:52.978, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 52 %, 24 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:36:52.979, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 21:36:52.980, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 0 %, 0 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:41:52.981, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 2 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 21:41:52.981, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 29 %, 12 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:46:52.983, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 28 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 21:46:52.983, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 35 %, 17 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:51:52.985, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 21:51:52.985, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 53 %, 27 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 21:56:52.987, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 21:56:52.987, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 32 %, 12 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:01:52.988, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:01:52.989, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 72 %, 50 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:06:52.990, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:06:52.991, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 60 %, 35 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:11:52.992, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 13 %, 4 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:11:52.993, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 59 %, 35 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:16:52.994, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 13 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:16:52.995, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 53 %, 35 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:21:52.996, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 28 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:21:52.997, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 0 %, 0 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:26:52.998, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 11 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:26:53.000, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 42 %, 17 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:31:53.000, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 27 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:31:53.001, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 29 %, 14 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:36:53.002, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:36:53.003, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 52 %, 32 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:41:53.004, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 18 %, 7 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:41:53.005, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 30 %, 12 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:46:53.006, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:46:53.007, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 39 %, 18 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:51:53.008, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 25 %, 4 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:51:53.008, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 69, 39 %, 15 %, 48576 MiB, 25414 MiB, 23162 MiB
2021/04/29 22:56:53.010, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 22:56:53.010, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 66, 31 %, 12 %, 48576 MiB, 25184 MiB, 23392 MiB
2021/04/29 23:01:53.012, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:01:53.012, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 70, 27 %, 12 %, 48576 MiB, 24444 MiB, 24132 MiB
2021/04/29 23:06:53.013, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 18 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:06:53.013, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 69, 32 %, 12 %, 48576 MiB, 23488 MiB, 25088 MiB
2021/04/29 23:11:53.015, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 27 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:11:53.015, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 68, 26 %, 7 %, 48576 MiB, 22434 MiB, 26142 MiB
2021/04/29 23:16:53.017, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 57, 15 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:16:53.017, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 68, 36 %, 13 %, 48576 MiB, 21430 MiB, 27146 MiB
2021/04/29 23:21:53.019, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 58, 25 %, 9 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:21:53.019, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 68, 37 %, 12 %, 48576 MiB, 20418 MiB, 28158 MiB
2021/04/29 23:26:53.020, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 18 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:26:53.021, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 68, 32 %, 12 %, 48576 MiB, 19392 MiB, 29184 MiB
2021/04/29 23:31:53.022, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 58, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:31:53.022, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 69, 38 %, 13 %, 48576 MiB, 18404 MiB, 30172 MiB
2021/04/29 23:36:53.023, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 57, 23 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:36:53.024, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 68, 35 %, 13 %, 48576 MiB, 17360 MiB, 31216 MiB
2021/04/29 23:41:53.025, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:41:53.025, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 35 %, 15 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/29 23:46:53.027, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:46:53.027, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 41 %, 20 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/29 23:51:53.029, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:51:53.029, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 72, 0 %, 0 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/29 23:56:53.031, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 28 %, 10 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/29 23:56:53.031, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 41 %, 25 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:01:53.032, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 61 %, 27 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:01:53.033, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 47 %, 22 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:06:53.035, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:06:53.035, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 55 %, 31 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:11:53.036, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:11:53.037, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 27 %, 10 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:16:53.038, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:16:53.039, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 25 %, 10 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:21:53.040, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:21:53.041, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 42 %, 20 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:26:53.042, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:26:53.042, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 67 %, 46 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:31:53.043, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:31:53.044, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 21 %, 9 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:36:53.045, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 58, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:36:53.046, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 29 %, 11 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:41:53.047, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:41:53.047, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 0 %, 0 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:46:53.048, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:46:53.049, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 55 %, 36 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:51:53.050, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:51:53.051, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 31 %, 13 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 00:56:53.052, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 00:56:53.053, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 51 %, 33 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:01:53.055, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:01:53.055, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 59 %, 39 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:06:53.056, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:06:53.057, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 24 %, 9 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:11:53.058, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:11:53.058, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 29 %, 11 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:16:53.060, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:16:53.060, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 9 %, 2 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:21:53.062, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 17 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:21:53.062, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 5 %, 1 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:26:53.063, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 18 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:26:53.064, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 73, 37 %, 12 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:31:53.065, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 9 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:31:53.065, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 39 %, 16 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:36:53.066, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 57 %, 33 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:36:53.067, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 52 %, 35 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:41:53.069, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 26 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:41:53.069, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 49 %, 24 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:46:53.070, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:46:53.071, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 57 %, 34 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:51:53.072, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 30 %, 4 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:51:53.073, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 58 %, 38 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 01:56:53.074, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 01:56:53.074, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 49 %, 32 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 02:01:53.076, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:01:53.077, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 36 %, 18 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 02:06:53.078, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
